OBJECTID,GEOID,COUNTYFP,COUNTYNAME,ALAND,AWATER,Threshold,PctPopLI,Shape_Length,Shape_Area
3043,510594911032,059,Fairfax County,624983,17588,HUD,0.294,7156.88135536123,1060701.90482076
3044,510594525023,059,Fairfax County,243902,0,HUD,0.901,2619.88121950056,402336.026457815
3045,510594825043,059,Fairfax County,814454,11894,HUD,0.054,5369.15621556272,1366709.88949811
3046,510594925001,059,Fairfax County,21141748,472771,HUD,0.095,38922.6293294966,35642468.6950435
3047,510594911011,059,Fairfax County,1909847,7318,HUD,0.083,8335.13036881773,3164568.3013052
3048,510594612012,059,Fairfax County,3317044,12676,HUD,0.024,11333.5624447274,5503904.08973057
3049,510594612011,059,Fairfax County,3619722,9264,HUD,0.117,12708.4024477905,5996705.7988742
3050,510594604002,059,Fairfax County,1102473,0,HUD,0.13,9071.37315088231,1824014.37387319
3051,510594604003,059,Fairfax County,1071158,3694,HUD,0.053,7940.41972493832,1778508.00390335
3052,517100056014,710,Norfolk city,831346,0,HUD,0.442,5281.37793554128,1303347.24703413
3053,517100056022,710,Norfolk city,488069,0,HUD,0.617,3855.7238492318,764990.124358418
3054,517100056023,710,Norfolk city,426833,0,HUD,0.307,3535.53799328601,669081.538987888
3055,517100057011,710,Norfolk city,546294,0,HUD,0.743,3893.19810632719,856005.72625754
3056,517100057012,710,Norfolk city,470676,0,HUD,0.912,4030.00298653833,737643.310793979
3057,517100057013,710,Norfolk city,569167,0,HUD,0.898,6058.10525374456,892013.720466956
3058,511959312003,195,Wise County,80456,0,FPL,0,1317.72788796442,125859.751842155
3059,511959307002,195,Wise County,31452029,96111,FPL,0.221597300337458,33421.729945378,49653268.1799027
3060,511959307003,195,Wise County,89193,0,FPL,0,1380.97381864151,140510.020007681
3061,518100462042,810,Virginia Beach city,2092683,517309,HUD,0.352,10086.1890722871,4081286.12403565
3062,516839103023,683,Manassas city,786429,3869,HUD,0.521,4773.3298595263,1300682.93918364
3063,516839104022,683,Manassas city,634645,4908,HUD,0.294,4596.71159407029,1052624.01283519
3064,517100025002,710,Norfolk city,470968,0,HUD,0.729,4580.02997426881,737438.849894046
3065,517100026002,710,Norfolk city,154011,14911,HUD,1,2598.09288855366,264563.682645861
3066,517100027002,710,Norfolk city,378132,0,HUD,0.838,3184.98939169569,592009.050883166
3067,517100027003,710,Norfolk city,420389,0,HUD,0.599,3716.64149842205,658228.403340211
3068,517100028001,710,Norfolk city,278558,126779,HUD,0.097,3271.4003987603,634771.901838013
3069,517100028003,710,Norfolk city,348821,5456,HUD,0.381,3178.66917478792,554795.711336629
3070,510411009263,041,Chesterfield County,3578995,13534,HUD,0.039,10690.572243183,5725770.31538496
3071,517100028004,710,Norfolk city,464845,237135,HUD,0.247,4308.07029756331,1099434.18578214
3072,517100029003,710,Norfolk city,167691,0,HUD,0.75,2335.27500192865,262555.582291129
3073,517100029004,710,Norfolk city,227253,0,HUD,0.813,2412.19929249822,355837.877523544
3074,517100030001,710,Norfolk city,652732,52174,HUD,0.581,5461.95535419328,1103691.18658124
3075,517100030002,710,Norfolk city,330551,182640,HUD,0.191,4064.3694228048,803570.858201153
3076,510411005072,041,Chesterfield County,1925338,0,HUD,0.358,9183.08849608935,3050272.28261044
3077,510411008221,041,Chesterfield County,15384652,123013,HUD,0.374,28517.7827668385,24557697.6433078
3078,510411005062,041,Chesterfield County,5071476,2872,HUD,0.613,16719.4306868351,8035472.62414291
3079,510411010121,041,Chesterfield County,3263799,9953,HUD,0.384,12307.975981787,5197226.85122411
3080,510411009352,041,Chesterfield County,4080964,35201,HUD,0.058,11542.1811221971,6558545.10786859
3081,510411010082,041,Chesterfield County,2573769,251,HUD,0.172,11087.5644411232,4087467.22101126
3082,510411008223,041,Chesterfield County,12956923,463286,HUD,0.371,29143.3250032264,21271109.2373366
3083,510411010072,041,Chesterfield County,1640555,135887,HUD,0.209,9001.68235245605,2821083.73612267
3084,510411005102,041,Chesterfield County,5165932,37127,HUD,0.531,13552.4069462546,8241395.02991396
3085,510411010131,041,Chesterfield County,5830701,73854,HUD,0.209,16628.9610358005,9369686.78197965
3086,510411010091,041,Chesterfield County,2286373,122771,HUD,0.232,9357.77221306199,3823780.92483154
3087,510411005082,041,Chesterfield County,5461489,78940,HUD,0.401,20566.0399483466,8769969.57957496
3088,515500210122,550,Chesapeake city,2033538,52912,HUD,0.169,8386.56549392337,3251812.08235735
3089,510619302061,061,Fauquier County,23902224,123106,HUD,0.259,33431.2995260837,39418832.755584
3090,510150704001,015,Augusta County,64041255,692612,HUD,0.239,72221.9267797185,105027945.143872
3091,510150705003,015,Augusta County,39932154,196340,HUD,0.44,43990.8645392977,64948284.5318072
3092,510150710004,015,Augusta County,92453961,152237,HUD,0.54,62074.4274607621,149126625.3258
3093,510150711011,015,Augusta County,9555221,22778,HUD,0.385,18536.5652627656,15470264.2579326
3094,510619307061,061,Fauquier County,28113068,95419,HUD,0.84,33413.407883008,46172018.0576664
3095,516839102022,683,Manassas city,332467,0,HUD,0.488,3018.43635753558,547848.093844282
3096,517100031001,710,Norfolk city,493877,17251,HUD,0.516,5103.53432763839,800457.780121186
3097,517100031003,710,Norfolk city,400339,0,HUD,0.728,3394.83759779215,626890.333152771
3098,517100032001,710,Norfolk city,267430,0,HUD,0.55,2774.93258303445,418688.526789775
3099,517100032002,710,Norfolk city,280526,25884,HUD,0.396,2941.04361745667,479661.983769876
3100,517100032003,710,Norfolk city,313688,0,HUD,0.525,2865.68151988856,491119.066963534
3101,517100033002,710,Norfolk city,550090,0,HUD,0.523,4422.9412086385,861157.211252965
3102,517100034001,710,Norfolk city,752366,19982,HUD,0.809,4727.60095868591,1208876.3562754
3103,517100034002,710,Norfolk city,397134,32547,HUD,0.632,3662.54678298201,672616.481539633
3104,517100035014,710,Norfolk city,210248,0,HUD,0.82,2367.48854667297,329080.243034199
3105,517100035012,710,Norfolk city,304484,0,HUD,0.88,3272.14692963253,476530.96941574
3106,517100037001,710,Norfolk city,259207,0,HUD,0.446,3207.15272059337,405761.748611397
3107,516839102014,683,Manassas city,722892,0,HUD,0.281,5044.64060927348,1190450.2604392
3108,517600411001,760,Richmond city,222896,0,HUD,0.714,2970.25408764403,355188.103692018
3109,517600411002,760,Richmond city,270248,0,HUD,0.682,2862.78450312148,430675.012350452
3110,517600411003,760,Richmond city,135725,0,HUD,0.368,2087.01633258596,216310.021991019
3111,517750101001,775,Salem city,2020028,1300,HUD,0.514,9887.78619565773,3200849.30768397
3112,517100007001,710,Norfolk city,402787,0,HUD,0.418,3244.35233823947,631553.202727926
3113,517100011001,710,Norfolk city,346777,0,HUD,0.769,4673.41541617309,543722.235085973
3114,517100043001,710,Norfolk city,234634,7997,HUD,0.86,3703.07685370767,379648.497102616
3115,517100005004,710,Norfolk city,178950,0,HUD,0.678,2161.73172631219,280733.292572458
3116,517100038003,710,Norfolk city,430889,0,HUD,0.308,5013.10521920045,674561.923176713
3117,517100038002,710,Norfolk city,329589,0,HUD,0.179,3706.76777712922,515939.626400108
3118,517100040011,710,Norfolk city,375559,0,HUD,0.29,3190.84964519184,587775.976352851
3119,517100040023,710,Norfolk city,1009469,404360,HUD,0.327,6702.73732826498,2212613.72505332
3120,517100041001,710,Norfolk city,409608,0,HUD,0.968,3263.70769939069,641007.428875553
3121,517100042001,710,Norfolk city,287110,0,HUD,0.962,3699.83807753811,449270.211750744
3122,517100043004,710,Norfolk city,309456,0,HUD,0.191,3409.8379836086,484300.10644537
3123,517100043002,710,Norfolk city,354985,0,HUD,0.895,3834.12692798755,555514.378391832
3124,517100043003,710,Norfolk city,279667,0,HUD,1,3551.89075147633,437620.036281123
3125,510650201011,065,Fluvanna County,48875568,401519,HUD,0.274,52038.997764475,79330229.2613332
3126,510650201013,065,Fluvanna County,25838340,384109,HUD,0.44,27755.2733633947,42249071.0565567
3127,510650201012,065,Fluvanna County,23406692,244566,HUD,0.598,32408.4566798357,38124707.3808667
3128,510650202003,065,Fluvanna County,81158632,1023830,HUD,0.544,72662.7696201201,131805598.135056
3129,510594159002,059,Fairfax County,2003613,259658,HUD,0.156,12150.1571382492,3724002.94538038
3130,510594313003,059,Fairfax County,978517,34174,HUD,0.188,10162.2714369785,1668172.46695813
3131,510594163001,059,Fairfax County,19967802,10225831,HUD,0.087,49654.1284742191,49571384.1793021
3132,510594162001,059,Fairfax County,15343237,3983359,HUD,0.518,33649.9250481877,31769959.2303788
3133,510594528014,059,Fairfax County,41390,0,HUD,0.385,1059.64554896514,68329.2187869696
3134,510594202012,059,Fairfax County,824216,0,HUD,0.116,6943.03245740346,1358626.86569063
3135,510594223012,059,Fairfax County,584144,0,HUD,0.077,5407.89787112276,962565.363849199
3136,510594211012,059,Fairfax County,887782,0,HUD,0.335,5860.94710726594,1462144.38845423
3137,510594162002,059,Fairfax County,3495230,98606,HUD,0.641,12929.6895019367,5909503.08610882
3138,510594222011,059,Fairfax County,4002246,32581,HUD,0.258,12706.1700206248,6636919.30131906
3139,510190306051,019,Bedford County,40279965,11775,HUD,0.244,48528.0096191369,63890708.7037574
3140,510190304011,019,Bedford County,75583331,85255,HUD,0.64,76083.7056293284,120101450.657718
3141,510190305031,019,Bedford County,17785033,2899311,HUD,0.386,27061.0519163086,32592284.451467
3142,510190305011,019,Bedford County,63044620,413414,HUD,0.558,55348.8948620312,100275334.393008
3143,510190301011,019,Bedford County,76782105,1548265,HUD,0.128,71440.5072102917,124591252.212636
3144,517100044001,710,Norfolk city,227916,0,HUD,0.457,2822.11422417828,356667.291414888
3145,517100046001,710,Norfolk city,663134,131907,HUD,0.56,6550.13948588587,1243756.75558807
3146,517100046002,710,Norfolk city,478810,196467,HUD,0.938,3982.23470867127,1056329.65691155
3147,517100047001,710,Norfolk city,632664,0,HUD,0,5366.68908837565,989842.256166369
3148,517100048001,710,Norfolk city,917526,100223,HUD,0.963,5824.17569064494,1592259.85611458
3149,515500210123,550,Chesapeake city,1518365,0,HUD,0.145,8253.28039431545,2366160.56058888
3150,515500210132,550,Chesapeake city,1345528,0,HUD,0.093,6764.81691637413,2096961.96958874
3151,517600609001,760,Richmond city,2792218,0,HUD,0.765,10009.5572967947,4439761.80972417
3152,517600701002,760,Richmond city,1896273,19236,HUD,0.479,8167.39364230992,3051686.34959781
3153,510330301003,033,Caroline County,355729936,11632204,HUD,0.383,137631.706208176,594648358.548555
3154,510594222012,059,Fairfax County,1144016,31347,HUD,0.124,9551.29415053006,1933608.70728763
3155,510594326001,059,Fairfax County,1488136,28454,HUD,0.134,10406.2896750136,2496794.15330068
3156,510594302031,059,Fairfax County,1564426,0,HUD,0.286,7407.86519505363,2580813.40953291
3157,510594302011,059,Fairfax County,1242217,148769,HUD,0.168,9390.57552459259,2294123.43855272
3158,510594918022,059,Fairfax County,1174202,17129,HUD,0.24,8019.65628213849,1967911.5709465
3159,510594516013,059,Fairfax County,108588,0,HUD,0.849,1782.92325839083,179317.865755088
3160,510594527002,059,Fairfax County,612569,160,HUD,0.457,5581.45873583425,1011482.41076613
3161,510330302011,033,Caroline County,120507556,1144143,HUD,0.219,113143.338665859,195900191.152654
3162,510330301001,033,Caroline County,14210618,349688,HUD,0.292,38080.0479687396,23546516.1846577
3163,515500208051,550,Chesapeake city,663304,15720,HUD,0.351,4353.28088351297,1059938.66521652
3164,515500210091,550,Chesapeake city,14193804,0,HUD,0.189,27159.3865132068,22095673.3829349
3165,515500213012,550,Chesapeake city,207523720,13029416,HUD,0.33,88286.1347861993,343349188.315348
3166,515500210121,550,Chesapeake city,1441779,0,HUD,0.402,7842.17986245026,2247248.5918917
3167,517600703001,760,Richmond city,2236399,0,HUD,0.407,7706.70357879751,3562808.31118515
3168,517600704002,760,Richmond city,2088454,0,HUD,0.288,9449.8588930586,3327759.71868894
3169,510594310013,059,Fairfax County,732760,9823,HUD,0.295,4961.07213183302,1223752.60238943
3170,510594916021,059,Fairfax County,993599,10711,HUD,0.441,6185.27377782247,1659829.80442083
3171,510594308021,059,Fairfax County,1208612,16262,HUD,0.041,8394.26268004499,2018884.94932289
3172,510594309021,059,Fairfax County,761003,0,HUD,0.375,6076.63809870991,1254495.53989727
3173,510594309011,059,Fairfax County,1221274,0,HUD,0.2,6478.00938970989,2012657.5163697
3174,510594324021,059,Fairfax County,1002865,2919,HUD,0.091,6650.71521277109,1656405.21956378
3175,510594922021,059,Fairfax County,2314522,165596,HUD,0.083,10922.6606255135,4083158.14495754
3176,510594912012,059,Fairfax County,889201,3006,HUD,0.156,8657.05686201908,1473034.7882057
3177,510594924002,059,Fairfax County,1277550,21223,HUD,0.332,9711.97638330968,2137392.57014903
3178,510594204002,059,Fairfax County,213912,18601,HUD,0.468,2613.93546041227,383296.706704569
3179,510594408003,059,Fairfax County,3322045,65886,HUD,0.117,12675.765156898,5590196.87957794
3180,510594406001,059,Fairfax County,3495984,22496,HUD,0.247,11143.4712604188,5807836.17803476
3181,510594506022,059,Fairfax County,328765,0,HUD,0.635,3705.64789646681,543052.882822368
3182,511710408001,171,Shenandoah County,19141273,107151,HUD,0.363,27109.3455519621,31590262.4370961
3183,511970503021,197,Wythe County,130876368,577829,FPL,0.241329479768786,65674.0062461789,205560234.407333
3184,511970503022,197,Wythe County,92716267,287314,FPL,0.350492051476154,81302.1702357962,145440677.454276
3185,511970504022,197,Wythe County,28860632,1378647,FPL,0.74141876430206,36442.2828501572,47315326.5079193
3186,511959315003,195,Wise County,4308752,101046,FPL,0.63225371120108,12655.597137695,6914684.06577997
3187,515708301003,570,Colonial Heights city,3560278,137640,HUD,0.317,11268.451464895,5847309.6526605
3188,511910104021,191,Washington County,31701548,25567,FPL,0.2102596580114,39432.2458664097,49480941.5416427
3189,518000756012,800,Suffolk city,3992030,0,HUD,0.602,11689.6276684859,6225482.21393849
3190,510050802012,005,Alleghany County,107875466,655968,FPL,0.419484702093398,66563.7747166592,174257594.468405
3191,510050802022,005,Alleghany County,104049473,258421,FPL,0.161467889908257,77096.1037109653,167000346.793629
3192,510050803011,005,Alleghany County,237084910,3570680,FPL,0.24789644012945,126366.786306193,386832125.138424
3193,510050803021,005,Alleghany County,164748924,636356,FPL,0.337194337194337,79508.0778264677,265045023.474946
3194,511910105023,191,Washington County,3241698,1103,FPL,0.47112462006079,11934.7650001047,5054453.684553
3195,511910102003,191,Washington County,8921999,8219,FPL,0.272026431718062,27243.2131460099,13896973.5638552
3196,511910105012,191,Washington County,4339311,8768,FPL,0.268646408839779,12608.0993515068,6781765.97291312
3197,511910106012,191,Washington County,14765375,19305,FPL,0.317781690140845,21591.3287089001,23063666.2359147
3198,511910106022,191,Washington County,28157986,22882,FPL,0.238367931281317,35258.3361913826,43998244.6942175
3199,511910107002,191,Washington County,37650994,14469,FPL,0.496960486322188,36126.7048706558,58892279.8957774
3200,511910110002,191,Washington County,17179420,608991,FPL,0.243478260869565,24799.3347631035,27694970.9345682
3201,511910105022,191,Washington County,3624363,12422,FPL,0.521221146686523,12049.8463649643,5669648.95661287
3202,515708302001,570,Colonial Heights city,626828,0,HUD,0.8,5017.51585229847,991724.501887196
3203,515708302002,570,Colonial Heights city,730162,0,HUD,0.642,4805.50555871257,1154903.40409628
3204,515708303001,570,Colonial Heights city,1330060,114545,HUD,0.249,8250.39773117859,2285711.09749635
3205,515708303002,570,Colonial Heights city,1204892,93335,HUD,0.398,8728.94495472907,2053655.83723229
3206,515708304001,570,Colonial Heights city,1037104,0,HUD,0.754,7497.75013296754,1639829.95953802
3207,515708304002,570,Colonial Heights city,897004,0,HUD,0.676,5083.05537913134,1417814.61656461
3208,516708205003,670,Hopewell city,843099,0,HUD,0.72,5474.63267282403,1334381.84387854
3209,516708206001,670,Hopewell city,763033,0,HUD,0.691,5707.99501887908,1207587.54862733
3210,516708206002,670,Hopewell city,544937,0,HUD,0.763,4218.83118745065,862283.29312908
3211,515708301001,570,Colonial Heights city,3565714,309262,HUD,0.266,15236.3944621073,6131908.43516912
3212,516708206003,670,Hopewell city,1403211,1624,HUD,0.482,9984.60299422717,2222417.67211635
3213,516708206004,670,Hopewell city,1359882,19952,HUD,0.846,7836.31859646438,2182658.96683537
3214,516708206005,670,Hopewell city,928520,0,HUD,0.898,5536.47433746771,1468990.32878682
3215,516708207001,670,Hopewell city,1985277,0,HUD,0.828,9345.5555187527,3141622.63391783
3216,510872010022,087,Henrico County,1403585,4272,HUD,0.745,8220.84822906426,2244794.97192853
3217,510872010031,087,Henrico County,1857417,0,HUD,0.513,8794.14204242563,2961442.34138632
3218,510872010032,087,Henrico County,2431026,13061,HUD,0.444,9367.30752389731,3895970.43598751
3219,510872010033,087,Henrico County,890926,0,HUD,0.586,5360.11607502723,1419991.61357178
3220,510872011021,087,Henrico County,1008383,6786,HUD,0.82,5233.15033939239,1616751.35858227
3221,510872015022,087,Henrico County,3357321,6774,HUD,0.1,11348.6248556081,5347246.6104066
3222,516800001001,680,Lynchburg city,4053657,8095,HUD,0.181,10536.6589637528,6455936.89727436
3223,517600413001,760,Richmond city,631843,0,HUD,0.736,4143.44547120987,1006725.37353697
3224,517600503001,760,Richmond city,695639,0,HUD,0.246,5437.22695086723,1108998.00115383
3225,516709801001,670,Hopewell city,6059825,0,HUD,0,15536.7935830777,9591998.4310185
3226,517600414001,760,Richmond city,351676,0,HUD,0.715,4070.94756772426,560335.624004452
3227,517600501001,760,Richmond city,987771,0,HUD,0.496,6678.12909404191,1575154.40664658
3228,517600501002,760,Richmond city,247864,0,HUD,0.476,3342.57939391483,395163.276539483
3229,517600502001,760,Richmond city,708813,0,HUD,0.182,4468.32283100058,1130427.05394963
3230,517600502003,760,Richmond city,367130,0,HUD,0.229,3104.15456788094,585325.527840913
3231,516500118003,650,Hampton city,304929,0,HUD,0.872,2811.31947898843,479264.465580711
3232,516900002003,690,Martinsville city,1480180,0,FPL,0.608562691131499,8440.3023530049,2306073.49786507
3233,516900002002,690,Martinsville city,751004,0,FPL,0.805397727272727,5045.25059390042,1170000.07974162
3234,516900003001,690,Martinsville city,1899782,0,FPL,0.787368421052632,8201.00746473883,2959721.85212355
3235,516900003003,690,Martinsville city,744146,0,FPL,0.253623188405797,5115.62505223576,1159248.52819943
3236,518100462111,810,Virginia Beach city,496214,0,HUD,0.052,3765.10448525028,775585.695840835
3237,518100428022,810,Virginia Beach city,415803,6023,HUD,0.707,4243.98934786849,659646.164504572
3238,518100404041,810,Virginia Beach city,648878,0,HUD,0.188,4211.49871686228,1016078.69285097
3239,518100464003,810,Virginia Beach city,32685889,2241014,HUD,0.213,40526.1389694827,54357849.8609976
3240,518100462242,810,Virginia Beach city,525845,0,HUD,0.154,4120.18364752963,821175.096377822
3241,518100458082,810,Virginia Beach city,279486,9857,HUD,0.547,2690.44631881642,452284.413339711
3242,517600505001,760,Richmond city,1117170,0,HUD,0.299,8727.91640312049,1781989.52217836
3243,517600505002,760,Richmond city,2284458,3196,HUD,0.122,10436.4833292004,3648285.52881648
3244,517600505003,760,Richmond city,847391,52324,HUD,0,5720.42129986299,1434885.00131526
3245,517600504002,760,Richmond city,873685,0,HUD,0.053,6171.2161676694,1393176.71348736
3246,515200204003,520,Bristol city,2607187,41748,FPL,0.250238777459408,9746.32095810754,4119677.44090101
3247,517100015001,710,Norfolk city,271161,0,HUD,0.394,3482.44310485588,424982.590620174
3248,517100028002,710,Norfolk city,215735,0,HUD,0.633,3007.85980105076,337837.467858807
3249,517100040021,710,Norfolk city,183682,0,HUD,0.467,2394.23763032145,287498.772672911
3250,516900004001,690,Martinsville city,2060879,0,FPL,0.602324080051646,8291.83332058575,3210299.54468847
3251,516900004002,690,Martinsville city,659470,0,FPL,0.559405940594059,6363.05519533114,1027206.51668387
3252,516900004003,690,Martinsville city,1595380,0,FPL,0.460348162475822,9990.59695583092,2484672.99037725
3253,516900005001,690,Martinsville city,1360557,0,FPL,0.452978056426332,7158.44257664986,2119012.59530467
3254,516900005002,690,Martinsville city,1759604,0,FPL,0.111801242236025,9216.8442732183,2740127.86398647
3255,517100005001,710,Norfolk city,229006,0,HUD,0.645,2888.71333734957,359228.814520063
3256,516900005003,690,Martinsville city,2420117,111764,FPL,0.265610438024231,14086.7437773625,3941920.89698993
3257,516900005004,690,Martinsville city,1821375,0,FPL,0.0891590678824721,8608.58903543975,2835351.57169371
3258,517500101012,750,Radford city,938524,941,HUD,0.748,5632.24806718211,1480858.45378103
3259,517500101023,750,Radford city,4933247,2137,HUD,0.504,17890.4107228095,7779518.42340466
3260,517500101013,750,Radford city,2757475,0,HUD,0.688,12865.4871208094,4345262.0455498
3261,517600410001,760,Richmond city,243164,0,HUD,0.293,2528.73371727133,387552.270856984
3262,515200204004,520,Bristol city,2494473,3184,FPL,0.516276413478013,10623.9376712744,3884559.22458689
3263,510270104002,027,Buchanan County,43557552,91646,FPL,0.400690846286701,39603.5089354289,69036284.5431426
3264,510270106003,027,Buchanan County,57950690,303403,FPL,0.152915291529153,44820.6724139254,91976533.3837128
3265,516300005003,630,Fredericksburg city,2768323,4949,HUD,0.453,8746.91113373706,4509639.41522219
3266,510950803041,095,James City County,4158340,6223102,HUD,0.07,22504.5462988533,16406071.0983586
3267,511319301003,131,Northampton County,6924681,175433,HUD,0.432,17434.3627943071,11311853.0441509
3268,517402123001,740,Portsmouth city,1683688,78329,HUD,0.831,8700.65094326393,2753794.69349253
3269,511850204003,185,Tazewell County,7833557,0,FPL,0.159468438538206,23035.9187633696,12338838.0401368
3270,511850210002,185,Tazewell County,3907132,24466,FPL,0.504770992366412,12365.783611065,6189106.03455345
3271,516500103043,650,Hampton city,1003013,103216,HUD,0.466,9434.27404565192,1741763.19142459
3272,516500102001,650,Hampton city,14720285,5237333,HUD,0.437,28627.6170305705,31422656.1771509
3273,511119301003,111,Lunenburg County,34655048,90900,FPL,0.372568093385214,33783.968574748,54486533.0814687
3274,511959307001,195,Wise County,64876024,353928,FPL,0.576017130620985,59919.6744444337,102827132.379747
3275,511959315004,195,Wise County,38426074,188644,FPL,0.236742424242424,45513.463341304,60505508.4555149
3276,511959313002,195,Wise County,20884879,22747,FPL,0.587775408670931,37976.1466260829,32749259.6072636
3277,511959312002,195,Wise County,23566838,21645,FPL,0.358561460010735,33466.0347451175,36901776.7359253
3278,511959310002,195,Wise County,110757233,385659,FPL,0.566604127579737,75387.8670800406,174501315.872159
3279,511959315001,195,Wise County,42049675,47846,FPL,0.726823238566131,52779.0109170634,66114539.5692409
3280,511959316002,195,Wise County,46773829,343831,FPL,0.402164862614488,37902.684876761,73845491.3441644
3281,510479304001,047,Culpeper County,80608324,881610,HUD,0.547,66204.5001735094,133322015.511562
3282,510479305011,047,Culpeper County,88827092,587036,HUD,0.511,59685.2305094828,145662773.306448
3283,510479305021,047,Culpeper County,83567352,473486,HUD,0.437,58392.3493410833,137081310.353255
3284,510479302022,047,Culpeper County,32615339,765781,HUD,0.196,35162.0941045542,54561844.7720984
3285,511770201063,177,Spotsylvania County,10553091,565983,HUD,0.325,22576.0497525308,18086483.3221537
3286,511770201041,177,Spotsylvania County,6925023,19676,HUD,0.491,21598.3471427258,11291647.7618824
3287,511770201052,177,Spotsylvania County,19897233,1876189,HUD,0.397,33220.0303614825,35460516.5166447
3288,511770201064,177,Spotsylvania County,6486388,44126,HUD,0.47,15097.4316028393,10621934.2788437
3289,511770201051,177,Spotsylvania County,23818983,285810,HUD,0.081,33068.5988384679,39235161.8246287
3290,511770201061,177,Spotsylvania County,11102713,122408,HUD,0.207,29619.8978377567,18269577.1067771
3291,516400701011,640,Galax city,4345268,14936,FPL,0.672631578947368,16350.7702952103,6785656.14095146
3292,518303703001,830,Williamsburg city,2304887,0,HUD,0.374,11699.0982808789,3648743.74383611
3293,517402116001,740,Portsmouth city,436260,0,HUD,0.589,3675.96810803299,682265.890520752
3294,517402123003,740,Portsmouth city,504138,0,HUD,0.557,4165.06247306515,787725.665417653
3295,510872004141,087,Henrico County,1812790,43772,HUD,0.209,7109.16834302772,2968086.84378805
3296,510872004143,087,Henrico County,1211245,9340,HUD,0.437,6103.02316032738,1950785.15382286
3297,510872017011,087,Henrico County,3160745,23941,HUD,0.614,12450.2523924711,5071957.48979213
3298,510872004131,087,Henrico County,1644335,3072,HUD,0.286,7195.71609439602,2632787.19762236
3299,510872002012,087,Henrico County,1295974,0,HUD,0.342,5998.17444979657,2068025.79539291
3300,510872001252,087,Henrico County,278677,736,HUD,0.2,2927.53922414574,446302.978776543
3301,510872003023,087,Henrico County,995110,5196,HUD,0.409,5577.75311752249,1595900.96913916
3302,510872002023,087,Henrico County,767702,0,HUD,0.207,6946.60414274998,1224788.28067295
3303,510872003022,087,Henrico County,843968,260,HUD,0.27,4963.45807028032,1346945.00277589
3304,510872003053,087,Henrico County,1216435,56,HUD,0.58,6209.46513514335,1942439.05197191
3305,510872001263,087,Henrico County,280134,3306,HUD,0.314,2743.72336068333,452772.377207042
3306,510872001271,087,Henrico County,1022844,5144,HUD,0.146,6836.19337172743,1641621.7798737
3307,510872011022,087,Henrico County,2368159,15242,HUD,0.548,13118.78966933,3796175.8843589
3308,510872009062,087,Henrico County,3990651,13441,HUD,0.248,13241.0418126728,6401679.26449801
3309,510872010013,087,Henrico County,555995,0,HUD,0.535,4560.57981336532,886704.40477746
3310,510872001272,087,Henrico County,1581018,57226,HUD,0.152,6607.37424187357,2616478.35026458
3311,510872014031,087,Henrico County,2615051,188347,HUD,0.329,11680.5431881527,4467707.72688199
3312,510872017012,087,Henrico County,1432468,4857,HUD,0.379,7050.77988162775,2288698.59977924
3313,510879801001,087,Henrico County,8833722,46253,HUD,0,16078.7475714388,14135277.6504433
3314,510131028021,013,Arlington County,730539,0,HUD,0.221,4575.06072421288,1206108.15739903
3315,510872009051,087,Henrico County,1320519,3810,HUD,0.616,7461.50690659529,2115871.96523081
3316,510872009053,087,Henrico County,1426471,1706,HUD,0.253,7501.93263105068,2282812.83771138
3317,518100462062,810,Virginia Beach city,1414588,25761,HUD,0.146,6653.17130322456,2251072.02847036
3318,518100462063,810,Virginia Beach city,618635,0,HUD,0.411,5334.07296089053,966961.179908219
3319,518100462071,810,Virginia Beach city,1206368,391324,HUD,0.304,7749.78388974977,2496320.08653983
3320,518100462072,810,Virginia Beach city,427753,16643,HUD,0.192,4024.59008361246,694231.125877469
3321,510872009061,087,Henrico County,1898393,2980,HUD,0.367,9126.75498305507,3038392.97563415
3322,510872010023,087,Henrico County,685719,0,HUD,0.782,5060.63210045609,1093492.42904854
3323,511730302002,173,Smyth County,44817939,352138,FPL,0.23120728929385,48869.2630601178,70796647.5015766
3324,511730301001,173,Smyth County,127477872,360797,FPL,0.506382978723404,115519.406491618,200619849.656043
3325,511730307013,173,Smyth County,19705275,183311,FPL,0.529133858267717,27628.7062051891,31072143.8167741
3326,511730307012,173,Smyth County,21339873,27441,FPL,0.36280487804878,27467.6905708323,33385581.8289222
3327,511730307021,173,Smyth County,16947660,109043,FPL,0.432579185520362,25135.7203822103,26630310.3394148
3328,511730303024,173,Smyth County,10403477,2973,FPL,0.167624521072797,17995.9339208504,16286924.30813
3329,511730303011,173,Smyth County,32191290,49185,FPL,0.4704,31099.7324452118,50428074.1285601
3330,511199509002,119,Middlesex County,50739128,22110990,HUD,0.41,48712.6228426858,116583271.785842
3331,511199510004,119,Middlesex County,29026189,7436012,HUD,0.105,47710.6263509515,58201067.1961205
3332,511199511001,119,Middlesex County,20963906,13959227,HUD,0.504,35826.1357313236,55734011.9954568
3333,511199510002,119,Middlesex County,4507274,5570395,HUD,0.421,20965.1955115885,16102078.0770571
3334,511199511002,119,Middlesex County,23873835,4052121,HUD,0.448,32438.5106083157,44500680.3388092
3335,511199512001,119,Middlesex County,10303690,25249177,HUD,0.556,33628.4823801572,56663514.5477103
3336,511199510003,119,Middlesex County,42386869,2795054,HUD,0.208,55852.1804253458,72167407.8434934
