proposal_id,stand_r1_score,stand_r2_score,stand_r3_score,average_stand_score,rank
101,.3314006641753136,1.310067246456596,-.547966258902317,.36450055,42
81,.8039390722595727,1.340846893834324,-1.124134954883367,.34021699,43
34,-.4295918544068777,.8158606431395937,.6094162381674948,.33189502,44
1,1.10063106859603,.1284726345340814,-.2534670917224519,.32521221,45
102,-.0642362253762955,-.0050064964043636,1.01069305771701,.31381679,46
21,.7159564883792038,-.5775231388730441,.7819736148701737,.30680233,47
89,-.1008609462421576,1.131773084905106,-.1374170546953866,.29783168,48
20,1.323396908823547,-.4744038816220096,.0053930849257048,.28479537,49
60,1.01069305771701,-.7420222217435601,.5821628056365635,.28361121,50
70,.7184444358508861,-.0525020124977017,.0923551429077926,.25276586,51
6,-.8925358146982493,1.323396908823547,.2994123360453818,.24342448,52
38,-.1374170546953866,.0355041952519964,.8183589768625393,.23881537,53
82,-.0831659942324638,.4756354934513479,.3211814944444582,.23788366,54
54,.3778964704011985,.2512781011593412,.0277221390790409,.21896558,55
7,-.6417573566946863,.1575064380524355,1.131773084905106,.21584073,56
115,-.161036234835118,.9132768504283021,-.125166993868291,.20902453,57
5,.0053930849257048,.8993080741755878,-.3675146883229069,.17906216,58
97,-.0565803525728212,.3182183106068829,.1931062777772173,.15158141,59
121,.8835225877878533,-.2453274913322189,-.1873132683256519,.15029395,60
106,.1284726345340814,.3182183106068829,-.008395991961632,.14609832,61
74,-.1008609462421576,.1151540010595648,.3946085475160666,.13630053,62
56,-.0501158643672496,.3675148886025726,.0277221390790409,.11504038,63
19,.5076992476031704,-1.310050939720387,1.10063106859603,.099426456,64
11,-.6868258555468389,.0687083553432477,.8876056939272232,.0898294,65
109,.0365309848299306,.6715553354782976,-.5397688246552497,.056105834,66
83,-1.417556941073592,1.152669468708663,.4175359243996462,.050882816,67
73,1.195923885010256,-1.252901197443162,.1931062777772173,.045376323,68
76,-.4187961536307873,.0701626689403412,.4756354934513479,.042334002,69
66,.8201296149398528,-.892227410671198,.1931062777772173,.040336162,70
2,-.1240370033983741,-.0642362253762955,.2485295699208033,.020085447,71
48,-.3435424647340208,1.04083379151833,-.6423628051074255,.018309508,72
24,.6825275644277778,-.645382466191025,.0053930849257048,.014179395,73
79,.5821628056365635,.8361169858431311,-1.397645777494571,.0068780049,74
4,1.20754869080312,.0355041952519964,-1.262739500638031,-.006562205,75
63,.0053930849257048,-.6736306252428305,.6210282285621777,-.015736436,76
37,.310719735555524,-.2404797597147037,-.2213049428490892,-.050354987,77
107,1.10063106859603,-1.665479561092544,.3946085475160666,-.056746647,78
36,-.330826085960205,-.1583014297474854,.2512781011593412,-.079283141,79
42,-.6527305797919717,1.136603472194086,-.7427986734797326,-.086308591,80
39,-1.373179730750754,.790147290478467,.2512781011593412,-.11058478,81
41,-.2213049428490892,-1.081159194036004,.9132768504283021,-.12972909,82
49,.7873375049914433,-1.288907798315077,.0911254244875932,-.13681495,83
32,-.7717870642127974,.0277221390790409,.3182183106068829,-.14194888,84
29,-.4352974553077273,-.0167516007567105,.0206636298519691,-.14379515,85
123,1.196890234574745,-1.80741395836328,.1717710603625643,-.14625089,86
16,-.2625104630478383,-.161036234835118,-.0167516007567105,-.1467661,87
69,-.5528110045888132,.047875529689476,-.008395991961632,-.1711105,88
126,1.012512565701682,.0923551429077926,-1.683357629985142,-.19282997,89
43,.3675148886025726,-1.524711727282023,.5680676319240132,-.1963764,90
12,.4035557918242756,-1.89295951416907,.7138876075150166,-.25850537,91
94,-.0174119779176386,1.152669468708663,-1.991324824480062,-.28535578,92
116,.1523314119517732,.3675148886025726,-1.397645777494571,-.29259983,93
128,.8993080741755878,-1.821916419611274,.0365309848299306,-.29535913,94
96,.2625106633275036,.5076992476031704,-1.683357629985142,-.30438256,95
62,-2.414287613439281,.7790667055255557,.6772099525092908,-.31933698,96
14,.1904412022479331,.2485295699208033,-1.547767974963234,-.36959907,97
10,-2.697048619917224,.5076992476031704,1.04083379151833,-.38283852,98
64,-.2906729309824324,.6746108232632588,-1.57055042166156,-.3955375,99
67,1.408523520594369,-.7877715284089009,-1.821916419611274,-.40038815,100
125,.0355041952519964,-1.158596044859137,-.1374170546953866,-.42016962,101
28,-1.088870408420916,-.2404797597147037,.0053930849257048,-.44131902,102
50,-.7717870642127974,.072043697924831,-.6736306252428305,-.45779133,103
95,1.136603472194086,-.6736306252428305,-2.211310734215605,-.58277929,104
35,-.0167516007567105,-1.942578067448934,.11984852343694,-.61316037,105
25,.5680676319240132,-1.397645777494571,-1.088870408420916,-.63948286,106
103,-.255717637036193,-2.288055948218991,.6157729913617968,-.64266688,107
99,.1523314119517732,-.4109514642900233,-1.683357629985142,-.64732587,108
104,-1.081159194036004,.2485295699208033,-1.116658475525302,-.64976269,109
3,.997540240252983,-.3532995152418603,-2.842068858204016,-.73260939,110
110,.1915307607774056,-.6527305797919717,-1.863849348262486,-.77501637,111
55,.4756354934513479,-2.262168998329513,-.6376066607899864,-.8080467,112
124,-2.184033684390439,-1.467109773922601,1.099335405536418,-.85060269,113
120,-.892227410671198,-2.304174058426973,.5043053083423022,-.89736539,114
15,-2.211310734215605,.1172632502013148,-.6417573566946863,-.91193497,115
30,-2.88761609492455,.2313633994073466,-.1775211794168106,-.94459128,116
117,-2.325672093958397,-.450550051613609,-.1873132683256519,-.98784512,117
47,-2.094749551436071,-1.030047621666921,-.1605906553314839,-1.0951293,118
17,.0870593914298837,-1.936786233294169,-1.455673427429651,-1.1018001,119
113,-2.885955233831307,.1151540010595648,-.5397688246552497,-1.1035234,120
122,-.892227410671198,-1.562186114764054,-.8789318449936057,-1.1111151,121
22,-1.326771968507569,-1.889483040023776,-.2847813026727621,-1.1670121,122
31,-2.145697997818764,-1.524711727282023,.0355041952519964,-1.2116352,123
93,-2.184033684390439,-1.854293863981119,.4004734994724501,-1.212618,124
40,-2.72074788154255,.4261958139847626,-1.863849348262486,-1.3861338,125
53,-.3675146883229069,-2.744481193708572,-1.32729591721198,-1.479764,126
90,-1.217409610394727,-2.455686530519075,-1.029622678092037,-1.567573,127
85,-1.911793160944228,-2.211310734215605,-2.408216445682919,-2.1771069,128
